"","cell_clustering","CD11c","Tbet","Ly6C","CD62L","Gata3","CD49b","IgM","CD8a","Foxp3","CD5","CD38","CD45R","CD69","F4_80","CD11b_Mac1","CD25_IL2R","Ly6G","CD19","CD3e","ROR_gamma_t","CD206_MMR","CD44","CD4","CD117_ckit","I_A_I_E_MHC_class_II","FceR1a","proportion"
"20",20,0,0,0,0,0,0,0,0,0,0,2.51968437117697,0.571483484284862,0,0,0,0,0,2.76992616547105,0,0.184064457964438,0,3.34439729126237,0.769325109291506,0.159174561973022,5.40915842752645,0.443891710945775,0.24
"21",21,0,0,0,0.106162218974854,0,0,2.68613763052239,0,0,0,2.41535301152622,0.595687457338977,0,0,0,0,0,2.4766368525656,0,0,0,1.5690089703626,0,0,5.09888238489583,0.178305750484508,0.31
"22",22,0,0,0,0.236222329768624,0,0,1.78803238072293,0,0,0,2.65040354434937,1.42656041169747,0,0,0,0,0,2.43132299149495,0,0.0950854120618355,0,2.53438610890121,0.290892861951907,0.192330531486434,5.63222201894135,0.53490075213766,0.2
"23",23,0,0,0,1.5839130812283,0,0,1.3802821951514,0,0,0,2.10198287791156,1.33497849951274,0,0,0,0,0,1.78034954080589,0,0.367871773010815,0,2.33635865939849,0.0693686304357446,0,5.11153195916218,0.185655461549452,0.24
"24",24,0,0,0,2.33894490162006,0,0,2.21028986645088,0,0,0,1.36269583997184,1.1669548257024,0,0,0,0,0,2.27862602021517,0,0.00164593141670986,0,1.48726837718804,0,0,5.00142144214767,0.197889900132019,0.27
"25",25,0,0,0,1.40820760987087,0,0,1.34002241583641,0,0,0,2.06109367006398,0.43360791928423,0,0,0,0,0,1.37676156134642,0,0,0,1.41351587049863,0,0.0862446913939503,5.36792621368992,0.688656683503854,0.3
"26",26,0,0,0,2.40934040194704,0,0,2.23085704586144,0,0,0,1.98452370107062,0.205851448960721,0,0,0,0,0,2.23108723213126,0,0,0,1.22154811139968,0,0,4.82916623530151,0.0854443355775935,0.38
"27",27,0,0,0,1.27618445580056,0,0,2.13329736544345,0,0,0,1.72679380628745,0.347378206034453,0,0,0,0,0,2.21742000665293,0,0,0,1.13462176487605,0,0,4.98613284874434,0.238206485452978,0.35
"28",28,0,0,0,2.95021705249444,0,0,2.66121171806176,0,0,0,2.49519410029921,0.520613617949525,0,0,0,0,0,2.61807002775149,0,0,0,1.68298522311963,0,0.012798746681756,5.33442014158758,0.320700941017005,0.28
"29",29,0,0,0,1.68467905994927,0,0,2.72539423332706,0,0,0,2.6619165161265,1.50142239991067,0,0,0,0,0,2.48436414418473,0,0.208430493026211,0,2.23011002211197,0.144929168756939,0.251909084247318,5.70135051313718,0.688124852443282,0.2
